"","gender","publisher","year","et_1","n"
"1428","Masculino","Springer",2016,"EastEuropean",121
"1429","Masculino","Springer",2016,"GreaterEastAsian",315
"1430","Masculino","Springer",2016,"IndianSubContinent",105
"1431","Masculino","Springer",2016,"Jewish",162
"1432","Masculino","Springer",2016,"Muslim",65
"1433","Masculino","Springer",2016,"WestEuropean",367
"1434","Masculino","The Association for Computer Linguistics",2010,"Africans",10
"1435","Masculino","The Association for Computer Linguistics",2010,"British",101
"1436","Masculino","The Association for Computer Linguistics",2010,"EastEuropean",31
"1437","Masculino","The Association for Computer Linguistics",2010,"GreaterEastAsian",126
"1438","Masculino","The Association for Computer Linguistics",2010,"IndianSubContinent",36
"1439","Masculino","The Association for Computer Linguistics",2010,"Jewish",74
"1440","Masculino","The Association for Computer Linguistics",2010,"Muslim",20
"1441","Masculino","The Association for Computer Linguistics",2010,"WestEuropean",82
"1442","Masculino","The Association for Computer Linguistics",2011,"Africans",7
"1443","Masculino","The Association for Computer Linguistics",2011,"British",144
"1444","Masculino","The Association for Computer Linguistics",2011,"EastEuropean",30
"1445","Masculino","The Association for Computer Linguistics",2011,"GreaterEastAsian",167
"1446","Masculino","The Association for Computer Linguistics",2011,"IndianSubContinent",57
"1447","Masculino","The Association for Computer Linguistics",2011,"Jewish",115
"1448","Masculino","The Association for Computer Linguistics",2011,"Muslim",39
"1449","Masculino","The Association for Computer Linguistics",2011,"WestEuropean",103
"1450","Masculino","The Association for Computer Linguistics",2012,"Africans",6
"1451","Masculino","The Association for Computer Linguistics",2012,"British",77
"1452","Masculino","The Association for Computer Linguistics",2012,"EastEuropean",24
"1453","Masculino","The Association for Computer Linguistics",2012,"GreaterEastAsian",155
"1454","Masculino","The Association for Computer Linguistics",2012,"IndianSubContinent",30
"1455","Masculino","The Association for Computer Linguistics",2012,"Jewish",60
"1456","Masculino","The Association for Computer Linguistics",2012,"Muslim",18
"1457","Masculino","The Association for Computer Linguistics",2012,"WestEuropean",72
"1458","Masculino","The Association for Computer Linguistics",2013,"Africans",17
"1459","Masculino","The Association for Computer Linguistics",2013,"British",145
"1460","Masculino","The Association for Computer Linguistics",2013,"EastEuropean",70
"1461","Masculino","The Association for Computer Linguistics",2013,"GreaterEastAsian",251
"1462","Masculino","The Association for Computer Linguistics",2013,"IndianSubContinent",73
"1463","Masculino","The Association for Computer Linguistics",2013,"Jewish",114
"1464","Masculino","The Association for Computer Linguistics",2013,"Muslim",45
"1465","Masculino","The Association for Computer Linguistics",2013,"WestEuropean",149
"1466","Masculino","The Association for Computer Linguistics",2014,"Africans",18
"1467","Masculino","The Association for Computer Linguistics",2014,"British",175
"1468","Masculino","The Association for Computer Linguistics",2014,"EastEuropean",35
"1469","Masculino","The Association for Computer Linguistics",2014,"GreaterEastAsian",226
"1470","Masculino","The Association for Computer Linguistics",2014,"IndianSubContinent",49
"1471","Masculino","The Association for Computer Linguistics",2014,"Jewish",114
"1472","Masculino","The Association for Computer Linguistics",2014,"Muslim",35
"1473","Masculino","The Association for Computer Linguistics",2014,"WestEuropean",108
"1474","Masculino","The Association for Computer Linguistics",2015,"Africans",13
"1475","Masculino","The Association for Computer Linguistics",2015,"British",144
"1476","Masculino","The Association for Computer Linguistics",2015,"EastEuropean",50
"1477","Masculino","The Association for Computer Linguistics",2015,"GreaterEastAsian",330
"1478","Masculino","The Association for Computer Linguistics",2015,"IndianSubContinent",63
"1479","Masculino","The Association for Computer Linguistics",2015,"Jewish",78
"1480","Masculino","The Association for Computer Linguistics",2015,"Muslim",27
"1481","Masculino","The Association for Computer Linguistics",2015,"WestEuropean",152
"1482","Masculino","The Association for Computer Linguistics",2016,"Africans",19
"1483","Masculino","The Association for Computer Linguistics",2016,"British",141
"1484","Masculino","The Association for Computer Linguistics",2016,"EastEuropean",53
"1485","Masculino","The Association for Computer Linguistics",2016,"GreaterEastAsian",288
"1486","Masculino","The Association for Computer Linguistics",2016,"IndianSubContinent",62
"1487","Masculino","The Association for Computer Linguistics",2016,"Jewish",101
"1488","Masculino","The Association for Computer Linguistics",2016,"Muslim",24
"1489","Masculino","The Association for Computer Linguistics",2016,"WestEuropean",137
"1490","Masculino","USENIX Association",2010,"Africans",3
"1491","Masculino","USENIX Association",2010,"British",69
"1492","Masculino","USENIX Association",2010,"EastEuropean",12
"1493","Masculino","USENIX Association",2010,"GreaterEastAsian",56
"1494","Masculino","USENIX Association",2010,"IndianSubContinent",74
"1495","Masculino","USENIX Association",2010,"Jewish",40
"1496","Masculino","USENIX Association",2010,"Muslim",10
"1497","Masculino","USENIX Association",2010,"WestEuropean",49
"1498","Masculino","USENIX Association",2011,"Africans",2
"1499","Masculino","USENIX Association",2011,"British",31
"1500","Masculino","USENIX Association",2011,"EastEuropean",8
"1501","Masculino","USENIX Association",2011,"GreaterEastAsian",32
"1502","Masculino","USENIX Association",2011,"IndianSubContinent",38
"1503","Masculino","USENIX Association",2011,"Jewish",19
"1504","Masculino","USENIX Association",2011,"Muslim",7
"1505","Masculino","USENIX Association",2011,"WestEuropean",19
"1506","Masculino","USENIX Association",2012,"Africans",2
"1507","Masculino","USENIX Association",2012,"British",65
"1508","Masculino","USENIX Association",2012,"EastEuropean",9
"1509","Masculino","USENIX Association",2012,"GreaterEastAsian",63
"1510","Masculino","USENIX Association",2012,"IndianSubContinent",79
"1511","Masculino","USENIX Association",2012,"Jewish",48
"1512","Masculino","USENIX Association",2012,"Muslim",17
"1513","Masculino","USENIX Association",2012,"WestEuropean",57
"1514","Masculino","USENIX Association",2013,"Africans",2
"1515","Masculino","USENIX Association",2013,"British",40
"1516","Masculino","USENIX Association",2013,"EastEuropean",7
"1517","Masculino","USENIX Association",2013,"GreaterEastAsian",32
"1518","Masculino","USENIX Association",2013,"IndianSubContinent",28
"1519","Masculino","USENIX Association",2013,"Jewish",16
"1520","Masculino","USENIX Association",2013,"Muslim",7
"1521","Masculino","USENIX Association",2013,"WestEuropean",16
"1522","Masculino","USENIX Association",2014,"Africans",10
"1523","Masculino","USENIX Association",2014,"British",97
"1524","Masculino","USENIX Association",2014,"EastEuropean",18
"1525","Masculino","USENIX Association",2014,"GreaterEastAsian",88
"1526","Masculino","USENIX Association",2014,"IndianSubContinent",68
"1527","Masculino","USENIX Association",2014,"Jewish",54
"1528","Masculino","USENIX Association",2014,"Muslim",19
"1529","Masculino","USENIX Association",2014,"WestEuropean",64
"1530","Masculino","USENIX Association",2015,"Africans",3
"1531","Masculino","USENIX Association",2015,"British",29
"1532","Masculino","USENIX Association",2015,"EastEuropean",11
"1533","Masculino","USENIX Association",2015,"GreaterEastAsian",46
"1534","Masculino","USENIX Association",2015,"IndianSubContinent",44
"1535","Masculino","USENIX Association",2015,"Jewish",20
"1536","Masculino","USENIX Association",2015,"Muslim",7
"1537","Masculino","USENIX Association",2015,"WestEuropean",33
"1538","Masculino","USENIX Association",2016,"Africans",3
"1539","Masculino","USENIX Association",2016,"British",60
"1540","Masculino","USENIX Association",2016,"EastEuropean",15
"1541","Masculino","USENIX Association",2016,"GreaterEastAsian",50
"1542","Masculino","USENIX Association",2016,"IndianSubContinent",53
"1543","Masculino","USENIX Association",2016,"Jewish",29
"1544","Masculino","USENIX Association",2016,"Muslim",11
"1545","Masculino","USENIX Association",2016,"WestEuropean",30
"1546","Não Informado","AAAI",2010,"British",4
"1547","Não Informado","AAAI",2010,"EastEuropean",1
"1548","Não Informado","AAAI",2010,"GreaterEastAsian",11
"1549","Não Informado","AAAI",2010,"WestEuropean",1
"1550","Não Informado","AAAI",2011,"EastEuropean",1
"1551","Não Informado","AAAI",2011,"GreaterEastAsian",12
"1552","Não Informado","AAAI",2011,"IndianSubContinent",4
"1553","Não Informado","AAAI",2011,"WestEuropean",1
"1554","Não Informado","AAAI",2013,"GreaterEastAsian",10
"1555","Não Informado","AAAI",2013,"IndianSubContinent",1
"1556","Não Informado","AAAI",2013,"Jewish",3
"1557","Não Informado","AAAI",2013,"Muslim",1
"1558","Não Informado","AAAI",2014,"British",1
"1559","Não Informado","AAAI",2014,"GreaterEastAsian",4
"1560","Não Informado","AAAI Press",2010,"British",2
"1561","Não Informado","AAAI Press",2010,"GreaterEastAsian",53
"1562","Não Informado","AAAI Press",2010,"IndianSubContinent",4
"1563","Não Informado","AAAI Press",2010,"WestEuropean",4
"1564","Não Informado","AAAI Press",2011,"British",4
"1565","Não Informado","AAAI Press",2011,"GreaterEastAsian",80
"1566","Não Informado","AAAI Press",2011,"IndianSubContinent",6
"1567","Não Informado","AAAI Press",2011,"Jewish",3
"1568","Não Informado","AAAI Press",2011,"WestEuropean",2
"1569","Não Informado","AAAI Press",2012,"Africans",2
"1570","Não Informado","AAAI Press",2012,"British",4
"1571","Não Informado","AAAI Press",2012,"GreaterEastAsian",55
"1572","Não Informado","AAAI Press",2012,"IndianSubContinent",11
"1573","Não Informado","AAAI Press",2012,"Muslim",3
"1574","Não Informado","AAAI Press",2012,"WestEuropean",5
"1575","Não Informado","AAAI Press",2013,"GreaterEastAsian",47
"1576","Não Informado","AAAI Press",2013,"IndianSubContinent",6
"1577","Não Informado","AAAI Press",2013,"Muslim",5
"1578","Não Informado","AAAI Press",2013,"WestEuropean",3
"1579","Não Informado","AAAI Press",2014,"Africans",1
"1580","Não Informado","AAAI Press",2014,"British",6
"1581","Não Informado","AAAI Press",2014,"GreaterEastAsian",119
"1582","Não Informado","AAAI Press",2014,"IndianSubContinent",6
"1583","Não Informado","AAAI Press",2014,"Jewish",2
"1584","Não Informado","AAAI Press",2014,"Muslim",2
"1585","Não Informado","AAAI Press",2014,"WestEuropean",3
"1586","Não Informado","AAAI Press",2015,"Africans",5
"1587","Não Informado","AAAI Press",2015,"British",9
"1588","Não Informado","AAAI Press",2015,"GreaterEastAsian",328
"1589","Não Informado","AAAI Press",2015,"IndianSubContinent",38
"1590","Não Informado","AAAI Press",2015,"Jewish",5
"1591","Não Informado","AAAI Press",2015,"Muslim",10
"1592","Não Informado","AAAI Press",2015,"WestEuropean",7
"1593","Não Informado","AAAI Press",2016,"Africans",3
"1594","Não Informado","AAAI Press",2016,"British",12
"1595","Não Informado","AAAI Press",2016,"GreaterEastAsian",210
"1596","Não Informado","AAAI Press",2016,"IndianSubContinent",25
"1597","Não Informado","AAAI Press",2016,"Jewish",1
"1598","Não Informado","AAAI Press",2016,"Muslim",2
"1599","Não Informado","AAAI Press",2016,"WestEuropean",7
"1600","Não Informado","ACM",2010,"Africans",11
"1601","Não Informado","ACM",2010,"British",61
"1602","Não Informado","ACM",2010,"EastEuropean",4
"1603","Não Informado","ACM",2010,"GreaterEastAsian",465
"1604","Não Informado","ACM",2010,"IndianSubContinent",84
"1605","Não Informado","ACM",2010,"Jewish",17
"1606","Não Informado","ACM",2010,"Muslim",8
"1607","Não Informado","ACM",2010,"WestEuropean",34
"1608","Não Informado","ACM",2011,"Africans",12
"1609","Não Informado","ACM",2011,"British",48
"1610","Não Informado","ACM",2011,"EastEuropean",4
"1611","Não Informado","ACM",2011,"GreaterEastAsian",545
"1612","Não Informado","ACM",2011,"IndianSubContinent",100
"1613","Não Informado","ACM",2011,"Jewish",7
"1614","Não Informado","ACM",2011,"Muslim",17
"1615","Não Informado","ACM",2011,"WestEuropean",35
"1616","Não Informado","ACM",2012,"Africans",21
"1617","Não Informado","ACM",2012,"British",52
"1618","Não Informado","ACM",2012,"EastEuropean",4
"1619","Não Informado","ACM",2012,"GreaterEastAsian",591
"1620","Não Informado","ACM",2012,"IndianSubContinent",106
"1621","Não Informado","ACM",2012,"Jewish",21
"1622","Não Informado","ACM",2012,"Muslim",20
"1623","Não Informado","ACM",2012,"WestEuropean",43
"1624","Não Informado","ACM",2013,"Africans",13
"1625","Não Informado","ACM",2013,"British",40
"1626","Não Informado","ACM",2013,"EastEuropean",7
"1627","Não Informado","ACM",2013,"GreaterEastAsian",660
"1628","Não Informado","ACM",2013,"IndianSubContinent",70
"1629","Não Informado","ACM",2013,"Jewish",13
"1630","Não Informado","ACM",2013,"Muslim",18
"1631","Não Informado","ACM",2013,"WestEuropean",40
"1632","Não Informado","ACM",2014,"Africans",23
"1633","Não Informado","ACM",2014,"British",50
"1634","Não Informado","ACM",2014,"EastEuropean",8
"1635","Não Informado","ACM",2014,"GreaterEastAsian",790
"1636","Não Informado","ACM",2014,"IndianSubContinent",121
"1637","Não Informado","ACM",2014,"Jewish",12
"1638","Não Informado","ACM",2014,"Muslim",24
"1639","Não Informado","ACM",2014,"WestEuropean",40
"1640","Não Informado","ACM",2015,"Africans",18
"1641","Não Informado","ACM",2015,"British",38
"1642","Não Informado","ACM",2015,"EastEuropean",4
"1643","Não Informado","ACM",2015,"GreaterEastAsian",645
"1644","Não Informado","ACM",2015,"IndianSubContinent",79
"1645","Não Informado","ACM",2015,"Jewish",12
"1646","Não Informado","ACM",2015,"Muslim",19
"1647","Não Informado","ACM",2015,"WestEuropean",37
"1648","Não Informado","ACM",2016,"Africans",23
"1649","Não Informado","ACM",2016,"British",68
"1650","Não Informado","ACM",2016,"EastEuropean",8
"1651","Não Informado","ACM",2016,"GreaterEastAsian",764
"1652","Não Informado","ACM",2016,"IndianSubContinent",110
"1653","Não Informado","ACM",2016,"Jewish",22
"1654","Não Informado","ACM",2016,"Muslim",15
"1655","Não Informado","ACM",2016,"WestEuropean",44
"1656","Não Informado","CEUR-WS.org",2010,"British",1
"1657","Não Informado","CEUR-WS.org",2010,"GreaterEastAsian",2
"1658","Não Informado","CEUR-WS.org",2010,"Muslim",1
"1659","Não Informado","CEUR-WS.org",2010,"WestEuropean",1
"1660","Não Informado","CEUR-WS.org",2011,"IndianSubContinent",2
"1661","Não Informado","CEUR-WS.org",2013,"British",1
"1662","Não Informado","CEUR-WS.org",2013,"GreaterEastAsian",4
"1663","Não Informado","CEUR-WS.org",2013,"IndianSubContinent",1
"1664","Não Informado","CEUR-WS.org",2013,"Muslim",2
"1665","Não Informado","CEUR-WS.org",2014,"British",1
"1666","Não Informado","CEUR-WS.org",2014,"GreaterEastAsian",8
"1667","Não Informado","CEUR-WS.org",2014,"IndianSubContinent",1
"1668","Não Informado","CEUR-WS.org",2014,"Muslim",1
"1669","Não Informado","CEUR-WS.org",2014,"WestEuropean",2
"1670","Não Informado","CEUR-WS.org",2015,"Africans",1
"1671","Não Informado","CEUR-WS.org",2015,"GreaterEastAsian",2
"1672","Não Informado","CEUR-WS.org",2015,"Jewish",1
"1673","Não Informado","CEUR-WS.org",2015,"Muslim",2
"1674","Não Informado","CEUR-WS.org",2015,"WestEuropean",3
"1675","Não Informado","CEUR-WS.org",2016,"Africans",1
"1676","Não Informado","CEUR-WS.org",2016,"EastEuropean",1
"1677","Não Informado","CEUR-WS.org",2016,"GreaterEastAsian",4
"1678","Não Informado","CEUR-WS.org",2016,"IndianSubContinent",4
"1679","Não Informado","CEUR-WS.org",2016,"Jewish",2
"1680","Não Informado","CEUR-WS.org",2016,"Muslim",1
"1681","Não Informado","CWI/ACM",2013,"British",1
"1682","Não Informado","CWI/ACM",2013,"GreaterEastAsian",4
"1683","Não Informado","CWI/ACM",2013,"IndianSubContinent",1
"1684","Não Informado","CWI/ACM",2014,"GreaterEastAsian",2
"1685","Não Informado","CWI/ACM",2014,"IndianSubContinent",1
"1686","Não Informado","EasyChair",2012,"British",1
"1687","Não Informado","EasyChair",2012,"GreaterEastAsian",4
"1688","Não Informado","EasyChair",2012,"WestEuropean",1
"1689","Não Informado","EasyChair",2014,"IndianSubContinent",2
"1690","Não Informado","EasyChair",2015,"Africans",1
"1691","Não Informado","icml.cc / Omnipress",2012,"British",1
"1692","Não Informado","icml.cc / Omnipress",2012,"GreaterEastAsian",22
"1693","Não Informado","icml.cc / Omnipress",2012,"IndianSubContinent",6
"1694","Não Informado","icml.cc / Omnipress",2012,"WestEuropean",4
"1695","Não Informado","IEEE",2010,"Africans",3
"1696","Não Informado","IEEE",2010,"British",8
"1697","Não Informado","IEEE",2010,"GreaterEastAsian",98
"1698","Não Informado","IEEE",2010,"IndianSubContinent",23
"1699","Não Informado","IEEE",2010,"Muslim",1
"1700","Não Informado","IEEE",2010,"WestEuropean",3
"1701","Não Informado","IEEE",2011,"Africans",4
"1702","Não Informado","IEEE",2011,"British",5
"1703","Não Informado","IEEE",2011,"GreaterEastAsian",143
"1704","Não Informado","IEEE",2011,"IndianSubContinent",25
"1705","Não Informado","IEEE",2011,"Muslim",1
"1706","Não Informado","IEEE",2011,"WestEuropean",1
"1707","Não Informado","IEEE",2012,"Africans",3
"1708","Não Informado","IEEE",2012,"British",7
"1709","Não Informado","IEEE",2012,"GreaterEastAsian",170
"1710","Não Informado","IEEE",2012,"IndianSubContinent",12
"1711","Não Informado","IEEE",2012,"Muslim",5
"1712","Não Informado","IEEE",2012,"WestEuropean",7
"1713","Não Informado","IEEE",2013,"Africans",1
"1714","Não Informado","IEEE",2013,"British",7
"1715","Não Informado","IEEE",2013,"GreaterEastAsian",188
"1716","Não Informado","IEEE",2013,"IndianSubContinent",17
"1717","Não Informado","IEEE",2013,"Jewish",1
"1718","Não Informado","IEEE",2013,"Muslim",11
"1719","Não Informado","IEEE",2013,"WestEuropean",4
"1720","Não Informado","IEEE",2014,"Africans",7
"1721","Não Informado","IEEE",2014,"British",9
"1722","Não Informado","IEEE",2014,"GreaterEastAsian",175
"1723","Não Informado","IEEE",2014,"IndianSubContinent",15
"1724","Não Informado","IEEE",2014,"Jewish",1
"1725","Não Informado","IEEE",2014,"Muslim",3
"1726","Não Informado","IEEE",2014,"WestEuropean",2
"1727","Não Informado","IEEE",2015,"Africans",5
"1728","Não Informado","IEEE",2015,"British",7
"1729","Não Informado","IEEE",2015,"GreaterEastAsian",176
"1730","Não Informado","IEEE",2015,"IndianSubContinent",18
"1731","Não Informado","IEEE",2015,"Jewish",1
"1732","Não Informado","IEEE",2015,"Muslim",2
"1733","Não Informado","IEEE",2015,"WestEuropean",4
"1734","Não Informado","IEEE",2016,"Africans",3
"1735","Não Informado","IEEE",2016,"British",6
"1736","Não Informado","IEEE",2016,"EastEuropean",2
"1737","Não Informado","IEEE",2016,"GreaterEastAsian",172
"1738","Não Informado","IEEE",2016,"IndianSubContinent",18
"1739","Não Informado","IEEE",2016,"Jewish",1
"1740","Não Informado","IEEE",2016,"Muslim",2
"1741","Não Informado","IEEE",2016,"WestEuropean",7
"1742","Não Informado","IEEE/ACM",2012,"British",1
"1743","Não Informado","IEEE/ACM",2012,"EastEuropean",1
"1744","Não Informado","IEEE/ACM",2012,"GreaterEastAsian",4
"1745","Não Informado","IEEE/ACM",2012,"Jewish",1
"1746","Não Informado","IEEE Computer Society",2010,"Africans",9
"1747","Não Informado","IEEE Computer Society",2010,"British",27
"1748","Não Informado","IEEE Computer Society",2010,"EastEuropean",1
"1749","Não Informado","IEEE Computer Society",2010,"GreaterEastAsian",201
"1750","Não Informado","IEEE Computer Society",2010,"IndianSubContinent",37
"1751","Não Informado","IEEE Computer Society",2010,"Jewish",10
"1752","Não Informado","IEEE Computer Society",2010,"Muslim",12
"1753","Não Informado","IEEE Computer Society",2010,"WestEuropean",20
"1754","Não Informado","IEEE Computer Society",2011,"Africans",14
"1755","Não Informado","IEEE Computer Society",2011,"British",22
"1756","Não Informado","IEEE Computer Society",2011,"EastEuropean",2
"1757","Não Informado","IEEE Computer Society",2011,"GreaterEastAsian",269
"1758","Não Informado","IEEE Computer Society",2011,"IndianSubContinent",56
"1759","Não Informado","IEEE Computer Society",2011,"Jewish",8
"1760","Não Informado","IEEE Computer Society",2011,"Muslim",8
"1761","Não Informado","IEEE Computer Society",2011,"WestEuropean",37
"1762","Não Informado","IEEE Computer Society",2012,"Africans",13
"1763","Não Informado","IEEE Computer Society",2012,"British",16
"1764","Não Informado","IEEE Computer Society",2012,"EastEuropean",2
"1765","Não Informado","IEEE Computer Society",2012,"GreaterEastAsian",270
"1766","Não Informado","IEEE Computer Society",2012,"IndianSubContinent",34
"1767","Não Informado","IEEE Computer Society",2012,"Jewish",5
"1768","Não Informado","IEEE Computer Society",2012,"Muslim",10
"1769","Não Informado","IEEE Computer Society",2012,"WestEuropean",24
"1770","Não Informado","IEEE Computer Society",2013,"Africans",19
"1771","Não Informado","IEEE Computer Society",2013,"British",22
"1772","Não Informado","IEEE Computer Society",2013,"EastEuropean",5
"1773","Não Informado","IEEE Computer Society",2013,"GreaterEastAsian",405
"1774","Não Informado","IEEE Computer Society",2013,"IndianSubContinent",72
"1775","Não Informado","IEEE Computer Society",2013,"Jewish",7
"1776","Não Informado","IEEE Computer Society",2013,"Muslim",17
"1777","Não Informado","IEEE Computer Society",2013,"WestEuropean",21
"1778","Não Informado","IEEE Computer Society",2014,"Africans",10
"1779","Não Informado","IEEE Computer Society",2014,"British",13
"1780","Não Informado","IEEE Computer Society",2014,"EastEuropean",3
"1781","Não Informado","IEEE Computer Society",2014,"GreaterEastAsian",255
"1782","Não Informado","IEEE Computer Society",2014,"IndianSubContinent",28
"1783","Não Informado","IEEE Computer Society",2014,"Jewish",2
"1784","Não Informado","IEEE Computer Society",2014,"Muslim",11
"1785","Não Informado","IEEE Computer Society",2014,"WestEuropean",14
"1786","Não Informado","IEEE Computer Society",2015,"Africans",23
"1787","Não Informado","IEEE Computer Society",2015,"British",23
"1788","Não Informado","IEEE Computer Society",2015,"EastEuropean",6
"1789","Não Informado","IEEE Computer Society",2015,"GreaterEastAsian",520
"1790","Não Informado","IEEE Computer Society",2015,"IndianSubContinent",67
"1791","Não Informado","IEEE Computer Society",2015,"Jewish",3
"1792","Não Informado","IEEE Computer Society",2015,"Muslim",12
"1793","Não Informado","IEEE Computer Society",2015,"WestEuropean",33
"1794","Não Informado","IEEE Computer Society",2016,"Africans",18
"1795","Não Informado","IEEE Computer Society",2016,"British",12
"1796","Não Informado","IEEE Computer Society",2016,"EastEuropean",1
"1797","Não Informado","IEEE Computer Society",2016,"GreaterEastAsian",310
"1798","Não Informado","IEEE Computer Society",2016,"IndianSubContinent",25
"1799","Não Informado","IEEE Computer Society",2016,"Jewish",5
"1800","Não Informado","IEEE Computer Society",2016,"Muslim",3
"1801","Não Informado","IEEE Computer Society",2016,"WestEuropean",13
"1802","Não Informado","IJCAI/AAAI",2011,"Africans",1
"1803","Não Informado","IJCAI/AAAI",2011,"British",5
"1804","Não Informado","IJCAI/AAAI",2011,"GreaterEastAsian",80
"1805","Não Informado","IJCAI/AAAI",2011,"IndianSubContinent",9
"1806","Não Informado","IJCAI/AAAI",2011,"Jewish",2
"1807","Não Informado","IJCAI/AAAI",2011,"Muslim",2
"1808","Não Informado","IJCAI/AAAI",2011,"WestEuropean",3
"1809","Não Informado","IJCAI/AAAI",2013,"Africans",1
"1810","Não Informado","IJCAI/AAAI",2013,"British",7
"1811","Não Informado","IJCAI/AAAI",2013,"GreaterEastAsian",97
"1812","Não Informado","IJCAI/AAAI",2013,"IndianSubContinent",8
"1813","Não Informado","IJCAI/AAAI",2013,"Muslim",3
"1814","Não Informado","IJCAI/AAAI",2013,"WestEuropean",8
"1815","Não Informado","IJCAI/AAAI Press",2016,"Africans",2
"1816","Não Informado","IJCAI/AAAI Press",2016,"British",1
"1817","Não Informado","IJCAI/AAAI Press",2016,"EastEuropean",2
"1818","Não Informado","IJCAI/AAAI Press",2016,"GreaterEastAsian",173
"1819","Não Informado","IJCAI/AAAI Press",2016,"IndianSubContinent",15
"1820","Não Informado","IJCAI/AAAI Press",2016,"Jewish",1
"1821","Não Informado","IJCAI/AAAI Press",2016,"Muslim",6
"1822","Não Informado","IJCAI/AAAI Press",2016,"WestEuropean",11
"1823","Não Informado","International World Wide Web Conferences Steering Committee / ACM",2013,"Africans",5
"1824","Não Informado","International World Wide Web Conferences Steering Committee / ACM",2013,"British",3
"1825","Não Informado","International World Wide Web Conferences Steering Committee / ACM",2013,"EastEuropean",2
"1826","Não Informado","International World Wide Web Conferences Steering Committee / ACM",2013,"GreaterEastAsian",60
"1827","Não Informado","International World Wide Web Conferences Steering Committee / ACM",2013,"IndianSubContinent",10
"1828","Não Informado","International World Wide Web Conferences Steering Committee / ACM",2013,"Jewish",1
"1829","Não Informado","International World Wide Web Conferences Steering Committee / ACM",2013,"Muslim",4
"1830","Não Informado","International World Wide Web Conferences Steering Committee / ACM",2013,"WestEuropean",8
"1831","Não Informado","JMLR.org",2013,"British",2
"1832","Não Informado","JMLR.org",2013,"GreaterEastAsian",36
"1833","Não Informado","JMLR.org",2013,"IndianSubContinent",10
"1834","Não Informado","JMLR.org",2013,"Jewish",3
"1835","Não Informado","JMLR.org",2013,"WestEuropean",3
"1836","Não Informado","JMLR.org",2014,"British",2
"1837","Não Informado","JMLR.org",2014,"GreaterEastAsian",54
"1838","Não Informado","JMLR.org",2014,"IndianSubContinent",14
"1839","Não Informado","JMLR.org",2014,"Muslim",2
"1840","Não Informado","JMLR.org",2014,"WestEuropean",4
"1841","Não Informado","JMLR.org",2015,"Africans",1
"1842","Não Informado","JMLR.org",2015,"British",1
"1843","Não Informado","JMLR.org",2015,"GreaterEastAsian",42
"1844","Não Informado","JMLR.org",2015,"IndianSubContinent",12
"1845","Não Informado","JMLR.org",2015,"Muslim",2
"1846","Não Informado","JMLR.org",2015,"WestEuropean",5
"1847","Não Informado","JMLR.org",2016,"British",2
"1848","Não Informado","JMLR.org",2016,"EastEuropean",1
"1849","Não Informado","JMLR.org",2016,"GreaterEastAsian",47
"1850","Não Informado","JMLR.org",2016,"IndianSubContinent",14
"1851","Não Informado","JMLR.org",2016,"Jewish",1
"1852","Não Informado","JMLR.org",2016,"Muslim",1
"1853","Não Informado","JMLR.org",2016,"WestEuropean",7
"1854","Não Informado","\N",2011,"Africans",1
"1855","Não Informado","\N",2011,"British",1
"1856","Não Informado","\N",2011,"EastEuropean",1
"1857","Não Informado","\N",2011,"GreaterEastAsian",2
"1858","Não Informado","\N",2011,"IndianSubContinent",1
"1859","Não Informado","\N",2013,"GreaterEastAsian",1
"1860","Não Informado","\N",2013,"WestEuropean",1
"1861","Não Informado","\N",2014,"GreaterEastAsian",1
"1862","Não Informado","\N",2014,"WestEuropean",1
"1863","Não Informado","\N",2016,"Africans",1
"1864","Não Informado","\N",2016,"EastEuropean",1
"1865","Não Informado","\N",2016,"GreaterEastAsian",6
"1866","Não Informado","\N",2016,"IndianSubContinent",1
"1867","Não Informado","\N",2016,"WestEuropean",1
"1868","Não Informado","Omnipress",2010,"GreaterEastAsian",17
"1869","Não Informado","Omnipress",2010,"IndianSubContinent",5
"1870","Não Informado","Omnipress",2010,"Jewish",1
"1871","Não Informado","Omnipress",2010,"Muslim",1
"1872","Não Informado","Omnipress",2010,"WestEuropean",4
"1873","Não Informado","Omnipress",2011,"British",1
"1874","Não Informado","Omnipress",2011,"GreaterEastAsian",12
"1875","Não Informado","Omnipress",2011,"IndianSubContinent",6
"1876","Não Informado","Omnipress",2011,"Jewish",1
"1877","Não Informado","Omnipress",2011,"WestEuropean",2
"1878","Não Informado","OpenProceedings.org",2014,"GreaterEastAsian",13
"1879","Não Informado","OpenProceedings.org",2014,"IndianSubContinent",5
"1880","Não Informado","OpenProceedings.org",2014,"WestEuropean",1
"1881","Não Informado","OpenProceedings.org",2015,"GreaterEastAsian",3
"1882","Não Informado","OpenProceedings.org",2015,"IndianSubContinent",2
"1883","Não Informado","OpenProceedings.org",2015,"WestEuropean",1
"1884","Não Informado","OpenProceedings.org",2016,"Africans",1
"1885","Não Informado","OpenProceedings.org",2016,"GreaterEastAsian",23
"1886","Não Informado","OpenProceedings.org",2016,"IndianSubContinent",3
"1887","Não Informado","OpenProceedings.org",2016,"Muslim",5
"1888","Não Informado","OpenProceedings.org",2016,"WestEuropean",1
"1889","Não Informado","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2010,"GreaterEastAsian",7
